0.70288E-01 0.41539E-04 0.00000E+01 201762 0 0 11498 0.16360E+06 0.00000E+01 0.70288E-01 0.00000E+01 0.00000E+01 0
1 0.071417 0.00059683 0.42768 0.10545 0.071417
2 0.070051 0.00028386 0.29327 0.12405 0.070051
3 0.070232 0.00013598 0.19817 0.099487 0.070232
4 0.070095 0.00061487 0.44892 0.10545 0.070095
5 0.070312 0.0002787 0.28687 0.12028 0.070312
6 0.070379 0.00013884 0.20191 0.096317 0.070379
7 0.070818 0.00061254 0.44265 0.10545 0.070818
8 0.069789 0.00027866 0.28898 0.12189 0.069789
9 0.070241 0.0001374 0.20021 0.098052 0.070241
10 0.069763 0.00062163 0.45601 0.10545 0.069763
11 0.070357 0.00027946 0.28747 0.11749 0.070357
12 0.0704 0.00013689 0.19901 0.09781 0.0704
13 0.069962 0.00061904 0.45282 0.10545 0.069962
14 0.07055 0.00027652 0.28367 0.12259 0.07055
15 0.070387 0.00013748 0.19992 0.098704 0.070387
16 0.070261 0.00060949 0.44394 0.10545 0.070261
17 0.070029 0.00028339 0.29288 0.1219 0.070029
18 0.070077 0.0001396 0.20389 0.098124 0.070077
19 0.07036 0.0006239 0.45379 0.10545 0.07036
20 0.070197 0.00028277 0.29154 0.12111 0.070197
21 0.070499 0.00013341 0.19368 0.095922 0.070499
22 0.069902 0.00060827 0.44532 0.10545 0.069902
23 0.070165 0.00028241 0.2913 0.12333 0.070165
24 0.070259 0.00013806 0.20112 0.098757 0.070259
25 0.069898 0.00062566 0.45808 0.10545 0.069898
26 0.070062 0.00027992 0.28916 0.12227 0.070062
27 0.070497 0.0001343 0.19499 0.097809 0.070497
28 0.069143 0.00062127 0.45984 0.10545 0.069143
29 0.07055 0.00027761 0.28479 0.11734 0.07055
30 0.070234 0.00014015 0.20424 0.095325 0.070234
31 0.070389 0.00060965 0.44325 0.10545 0.070389
32 0.070133 0.00027735 0.28621 0.11864 0.070133
33 0.070224 0.00013856 0.20195 0.096094 0.070224
<lo_statistics>
<cumulated_time> 6.686818000000001 </cumulated_time>
</lo_statistics>
